PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,PatternMatch,RookMoves,puzzle_ref
Fqrpx,2r4r/1n5p/pk3p2/4pP2/1PK1P2P/8/4B3/R5R1 w - - 4 37,c4d5 h8d8 d5e6 d8d6 e6f7 c8c7 f7g8 d6d8,2051,76,95,6565,endgame mate mateIn4 veryLong,https://lichess.org/0vU7FIIj#73,,True,2,https://lichess.org/training/Fqrpx
BnD2p,4r3/7k/RR6/1p5p/8/2P1K1P1/P6r/8 w - - 2 38,e3f4 h2f2 f4g5 e8e5 g5h4 f2h2,2051,76,97,1033,endgame long mate mateIn3 rookEndgame,https://lichess.org/OAOlXiWC#75,,True,2,https://lichess.org/training/BnD2p
LGJn1,8/p4R2/1p6/2b2N2/6kP/P7/1r2r3/2K2R2 b - - 1 33,b2a2 f7g7 g4h3 f1h1 e2h2 g7g3,2051,75,88,723,endgame long mate mateIn3,https://lichess.org/FwJAUaH7/black#66,,True,2,https://lichess.org/training/LGJn1
x4Ks2,3r2k1/5p1p/1pK3p1/r2n4/8/6P1/1N1N3P/1RR5 w - - 0 29,b2c4 a5c5 c6b7 c5c7 b7a6 d8a8 a6b5 c7c5,2051,75,95,11856,mate mateIn4 middlegame veryLong,https://lichess.org/08QwMlPg#57,,True,2,https://lichess.org/training/x4Ks2
AQfHM,6k1/R5pp/2B1p1q1/4P3/3p4/7P/5r2/6RK b - - 0 30,g6h5 a7g7 g8f8 g7g8 f8e7 g1g7 f2f7 g8e8,2051,79,89,130,endgame mate mateIn4 veryLong,https://lichess.org/Vq3dZMEZ/black#60,,True,2,https://lichess.org/training/AQfHM
r8f1F,4k3/5R1R/8/2p3N1/1p1b1PP1/3P1K2/pqP5/8 b - - 2 40,a2a1q f7e7 e8f8 h7f7 f8g8 e7e8,2052,75,95,1428,endgame exposedKing long mate mateIn3,https://lichess.org/3gI8J8Kt/black#80,,True,2,https://lichess.org/training/r8f1F
LHh1D,r7/p1R1pr1p/1p2k1p1/2p1PpB1/1nP5/7P/1P1R2P1/7K b - - 5 30,b4a6 c7c6 e6e5 d2d5 e5e4 c6e6,2052,87,68,109,endgame long master mate mateIn3,https://lichess.org/pL38FhO3/black#60,,True,2,https://lichess.org/training/LHh1D
z8SM9,r4rk1/1b6/p6R/1pp1pP2/4p3/2P1P3/PPp3P1/2K4R b - - 1 27,a8d8 h6g6 g8f7 h1h7 f7e8 g6e6,2053,80,91,1184,endgame exposedKing long mate mateIn3,https://lichess.org/N4enGEBc/black#54,,True,2,https://lichess.org/training/z8SM9
mBs7u,4k3/pp4R1/4pQ2/3p4/8/4K2r/PPr5/8 w - - 2 38,e3d4 c2c4 d4e5 h3e3 e5d6 c4c6,2053,79,83,124,endgame long mate mateIn3 queenRookEndgame,https://lichess.org/RvwCNWII#75,,True,2,https://lichess.org/training/mBs7u
dPZau,6k1/p1p2p2/2q5/3p1RQ1/6PP/2P1r3/P3r3/5R1K b - - 8 34,c6g6 g5g6 f7g6 f5f8 g8h7 f1f7 h7h6 f8h8,2053,77,89,178,endgame mate mateIn4 veryLong,https://lichess.org/0ZQF0Kec/black#68,,True,2,https://lichess.org/training/dPZau
76DCT,1R1Q4/5pkp/6p1/2b5/6P1/6P1/4rr2/3R1K2 w - - 7 41,f1g1 f2g2 g1f1 e2f2 f1e1 g2g1,2054,78,92,258,doubleCheck endgame exposedKing long mate mateIn3,https://lichess.org/M63l0kb8#81,,True,2,https://lichess.org/training/76DCT
m73g3,1r6/6Q1/p2kp1P1/2npR1P1/8/2p5/1PP5/1K1N1r2 w - - 1 36,e5e3 f1d1 b1a2 b8b2 a2a3 d1a1,2056,83,92,1361,endgame hangingPiece long mate mateIn3 pin,https://lichess.org/XdIrQA1e#71,,True,2,https://lichess.org/training/m73g3
z0msP,8/8/1r2k3/3pNp1p/p2R1PbP/P1p5/1PKR4/4r3 w - - 0 62,c2c3 e1c1 d2c2 b6b3 c3d2 c1d1,2056,75,95,2341,endgame exposedKing long master mate mateIn3,https://lichess.org/LsOVlT5n#123,,True,2,https://lichess.org/training/z0msP
PJN0n,3R4/pp3p1p/1k1R4/4P3/1P6/K5P1/1r3r1P/8 b - - 5 30,b6b5 d6d5 b5a6 d5a5 a6b6 d8d6 b6c7 a5c5 c7b8 d6d8,2057,79,94,9048,endgame mate mateIn5 rookEndgame veryLong,https://lichess.org/dU7ZCpMV/black#60,,True,3,https://lichess.org/training/PJN0n
PyxSO,5rk1/1p3p1p/p5p1/3p1R2/1P5P/2P3Q1/q3r1P1/5R1K b - - 0 29,h7h5 g3g6 f7g6 f5f8 g8h7 f1f7 h7h6 f8h8,2057,77,94,10622,endgame mate mateIn4 sacrifice veryLong,https://lichess.org/zEtTEDfA/black#58,,True,2,https://lichess.org/training/PyxSO
ncHk6,8/p5RR/5k2/8/P1r4P/6K1/3r4/8 w - - 7 49,g7a7 c4c3 g3g4 d2d4 g4h5 c3c5 h5h6 d4h4,2059,78,92,252,deflection endgame mate mateIn4 rookEndgame veryLong,https://lichess.org/lLwNYGm5#97,,True,3,https://lichess.org/training/ncHk6
pkvpg,5rk1/5p2/3P1RpQ/2p1q2b/1pPp3P/1P1P4/r5B1/5RK1 b - - 0 28,e5g3 h6f8 g8f8 f6f7 f8g8 f7f8 g8h7 f1f7 h7h6 f8h8,2060,75,99,168,attraction kingsideAttack mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/zGJtCPqQ/black#56,,True,2,https://lichess.org/training/pkvpg
rZDGR,8/1pp2r1k/p6R/6B1/5pRP/P7/6PK/3q1r2 b - - 7 39,h7g8 g5f6 f7g7 g4g7 g8f8 h6h8,2060,87,80,31,discoveredAttack endgame exposedKing long mate mateIn3,https://lichess.org/gL9e6sAv/black#78,,True,2,https://lichess.org/training/rZDGR
dQNF8,7k/7p/ppR1N1p1/3p4/1P1P2P1/5rnP/P3K3/2R2r2 w - - 7 33,e2d2 f1f2 d2d1 f3d3 d1e1 f2f1,2061,77,90,1101,endgame exposedKing long master mate mateIn3,https://lichess.org/ZHqiO4qJ#65,,True,2,https://lichess.org/training/dQNF8
gnaxM,3r2k1/p7/8/4p2R/PP6/2rpn2P/6BK/6R1 b - - 0 39,d3d2 g2d5 g8f8 g1g8 f8e7 h5h7 e7d6 g8d8,2062,78,92,1089,deflection doubleCheck endgame exposedKing mate mateIn4 veryLong,https://lichess.org/aGRMnNUf/black#78,,True,3,https://lichess.org/training/gnaxM
o93UB,6r1/2p3k1/p3Q1p1/1p1nP1q1/1P1Pb2p/P3P2P/5RP1/5R1K b - - 0 32,d5e3 e6g8 g7g8 f2f8 g8h7 f1f7 h7h6 f8h8,2063,77,88,205,attraction mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/D7sbxfmA/black#64,,True,2,https://lichess.org/training/o93UB
jLH7X,r5k1/1pp4p/3pN1b1/3Pp1Q1/1pP5/5P2/r5P1/2K4R w - - 2 32,h1h6 a2a1 c1d2 a8a2 d2e3 a1e1,2066,92,89,1169,endgame exposedKing long mate mateIn3 queensideAttack,https://lichess.org/tAqFx4Gi#63,,True,2,https://lichess.org/training/jLH7X
PzG8w,8/5pk1/1p2p1p1/1b1pPP1p/pB1P3q/P3QR2/r1r3PP/4R2K w - - 1 31,f5e6 h4h2 h1h2 c2g2 h2h3 g2h2 h3g3 a2g2 g3f4 h2h4,2068,85,91,3199,attraction kingsideAttack mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/zQjv8WAu#61,,True,2,https://lichess.org/training/PzG8w
IFpF3,3r2k1/1R3ppp/4p3/4P3/5n1Q/P4P2/1Prq1BPP/5RK1 w - - 5 27,h4e7 d2f2 f1f2 d8d1 f2f1 c2g2 g1h1 d1f1,2069,81,91,911,clearance deflection kingsideAttack master mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/adyWJj1l#53,,True,2,https://lichess.org/training/IFpF3
yGGqR,2k5/5R2/1p3p1p/1N2p3/8/8/Pr5r/2R2K2 b - - 1 38,c8b8 f7f8 b8b7 b5d6 b7a7 c1c7 a7a6 f8a8,2069,85,96,8394,anastasiaMate endgame exposedKing mate mateIn4 veryLong,https://lichess.org/YkO6Wnsu/black#76,,True,2,https://lichess.org/training/yGGqR
Bnpho,8/pp2rp2/7k/2p2RR1/2P4P/1P1n4/P3r1PK/8 b - - 6 32,d3e1 g5h5 h6g7 f5g5 g7f6 h5h6,2070,78,96,4333,endgame exposedKing long mate mateIn3,https://lichess.org/5cKVpJm3/black#64,,True,2,https://lichess.org/training/Bnpho
HM3Ik,8/p3rp2/Pp5k/2p2RRp/3p3P/8/2P2PPK/4r3 b - - 10 45,e1e4 g5h5 h6g7 f5g5 g7f6 h5h6,2071,77,94,11927,endgame long mate mateIn3 rookEndgame,https://lichess.org/hun5D5pM/black#90,,True,2,https://lichess.org/training/HM3Ik
Sm0IM,4r2k/2R5/b7/R7/1np5/B1N5/PPPK1rPP/8 w - - 1 33,d2c1 e8e1 c3d1 f2c2 c1b1 e1d1,2072,79,91,519,deflection long mate mateIn3 middlegame,https://lichess.org/WeFT5mgz#65,,True,2,https://lichess.org/training/Sm0IM
SRCn2,3Q4/p1R2pk1/6r1/3p2K1/3Pp3/P3P1P1/4b2P/1r6 w - - 1 38,g5f5 b1f1 f5e5 g6e6 e5d5 f1f5,2073,75,88,82,endgame long mate mateIn3,https://lichess.org/v0PpVTlQ#75,,True,2,https://lichess.org/training/SRCn2
wxF8E,rnb3kr/pppp3p/4p1p1/4P1B1/4P3/5R2/PPP3PP/R5K1 b - - 0 17,h7h6 a1f1 h6g5 f3f8 g8h7 f1f7 h7h6 f8h8,2075,78,85,340,deflection exposedKing fork mate mateIn4 middlegame quietMove sacrifice veryLong,https://lichess.org/4JeECVGi/black#34,Alekhine_Defense Alekhine_Defense_Krejcik_Variation,True,2,https://lichess.org/training/wxF8E
lnPTe,6r1/p4p1p/Qnk1P1r1/1pp5/5n2/3P4/P3RPPK/5R2 w - - 2 29,e2e3 g6h6 e3h3 g8g2 h2h1 h6h3,2076,76,95,3183,deflection discoveredAttack long mate mateIn3 middlegame,https://lichess.org/eiQnIgiu#57,,True,2,https://lichess.org/training/lnPTe
PXg10,r7/3RB2p/1R2p1p1/2P1p3/1pk1P3/r4P2/1K4PP/8 w - - 8 34,c5c6 a3a2 b2c1 a2a1 c1d2 a8a2 d2e3 a1e1,2076,78,87,105,endgame exposedKing mate mateIn4 veryLong,https://lichess.org/zkhcLVIV#67,,True,2,https://lichess.org/training/PXg10
j2PXN,6r1/1pp5/2b3kR/3rR1B1/p7/5P2/P5P1/6K1 b - - 4 32,g6f7 h6f6 f7g7 e5e7 g7h8 f6h6,2077,76,94,318,endgame exposedKing long mate mateIn3,https://lichess.org/u09GjjlO/black#64,,True,2,https://lichess.org/training/j2PXN
VXEdp,2k3r1/2p5/6K1/2NP1n1p/8/5r2/3R1P1P/R7 w - - 3 37,g6f7 f5h6 f7e7 f3f7 e7e6 g8e8,2080,83,87,191,doubleCheck endgame long mate mateIn3,https://lichess.org/P3eoR1jj#73,,True,2,https://lichess.org/training/VXEdp
6SoOL,5rk1/pp3p1p/4pQP1/1b2P3/3p3R/P2r2P1/3K1P2/8 w - - 1 32,d2c2 f8c8 c2b1 d3d1 b1b2 d1d2 b2b3 c8c3 b3b4 d2b2 b4a5 c3a3,2080,77,95,2753,deflection endgame exposedKing mate mateIn5 veryLong,https://lichess.org/lZqkIi0Q#63,,True,3,https://lichess.org/training/6SoOL
N3INf,3r2rk/pb3q1p/1p3R1P/2p2p2/7Q/2P5/PP3PP1/3R2K1 w - - 0 29,f6f7 d8d1 g1h2 g8g2 h2h3 d1h1,2080,79,99,872,endgame hangingPiece long mate mateIn3,https://lichess.org/JWqd65JN#57,,True,2,https://lichess.org/training/N3INf
UKlCk,2r1r1k1/pp2P3/4R1R1/6Pp/8/P4pp1/1P6/1K6 b - - 0 39,g8f7 e6f6 f7e7 g6g7 e7d8 f6d6,2081,75,95,14197,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/F7kYYLz0/black#78,,True,2,https://lichess.org/training/UKlCk
cmvna,3rr3/1Qpk1ppp/3p4/3P2qP/3nPp2/P2K4/5P2/1R5R b - - 3 25,g5e5 b7c7 d7c7 h1c1 d4c2 c1c2 e5c3 c2c3 c7d7 b1b7,2082,78,74,232,attraction mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/nScxu9le/black#50,,True,2,https://lichess.org/training/cmvna
2GMGn,7r/1bpNk3/pp2p1Q1/4P1P1/2PP2P1/3B2r1/PP6/6K1 w - - 5 38,g1f1 h8h1 f1f2 g3g2 f2e3 h1h3 e3f4 g2f2,2085,77,95,388,endgame exposedKing mate mateIn4 veryLong,https://lichess.org/jhOV0GcB#75,,True,3,https://lichess.org/training/2GMGn
mbHIi,7R/4R3/5kp1/8/6nP/1Pr3P1/r5B1/6K1 w - - 1 43,e7b7 a2a1 g2f1 c3g3 g1h1 a1f1,2085,77,86,84,deflection endgame exposedKing long mate mateIn3,https://lichess.org/30s3K5vG#85,,True,2,https://lichess.org/training/mbHIi
FYVUW,6r1/k1pq1p1p/p1p3r1/3pP3/3P2P1/1RP2P1b/P2NQ2K/6R1 b - - 0 24,h3g4 e2a6 a7a6 b3a3 a6b7 g1b1 b7c8 a3a8,2088,77,95,1107,attraction mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/qY1asQFJ/black#48,,True,2,https://lichess.org/training/FYVUW
OMSW5,7k/R5R1/1B2p2p/4Pp2/1P3n2/r7/2r3PP/5K2 w - - 2 39,g2g3 a3f3 f1e1 c2e2 e1d1 f3f1,2088,78,94,2368,endgame exposedKing long mate mateIn3,https://lichess.org/UEP3afSw#77,,True,2,https://lichess.org/training/OMSW5
OZDgL,1r3k1r/1p5p/p7/8/4R3/2PnR2P/PP3P2/5K2 b - - 1 32,d3b2 e4f4 f8g7 e3g3 g7h6 f4h4,2089,76,93,4417,endgame exposedKing long mate mateIn3,https://lichess.org/kEx1pkgg/black#64,,True,2,https://lichess.org/training/OZDgL
GD7hZ,8/5R2/pp6/3p2kp/2n5/2P1pK2/r7/6R1 b - - 1 48,g5h4 f7f4 h4h3 g1g3 h3h2 f4h4,2089,75,94,11027,endgame long mate mateIn3,https://lichess.org/i0JtkxVO/black#96,,True,2,https://lichess.org/training/GD7hZ
PYimS,r6r/1pp1kp2/3p3R/p2BBq2/2P5/Pn5P/3Q1P2/4R2K b - - 0 38,b3d2 e5f6 e7d7 e1e7 d7d8 h6h8,2090,76,93,309,doubleCheck fork interference long master masterVsMaster mate mateIn3 middlegame,https://lichess.org/jkKLSFOG/black#76,,True,2,https://lichess.org/training/PYimS
kZFoy,1r6/2RR4/6kp/P5p1/8/4P2P/1p3PPK/r7 b - - 2 41,b2b1q d7d6 g6f5 c7c5 f5e4 d6d4,2090,79,93,156,endgame long master mate mateIn3 queenRookEndgame,https://lichess.org/ZHApCBF6/black#82,,True,2,https://lichess.org/training/kZFoy
Hv0eK,5rk1/1p3rpp/2p5/p7/2P3qP/PPQ1P1P1/1B1R1P2/6K1 w - - 5 33,d2d4 f7f2 d4g4 f2f1 g1h2 f8f2 h2h3 f1h1,2091,77,92,1087,endgame kingsideAttack mate mateIn4 sacrifice veryLong,https://lichess.org/49X0DG1f#65,,True,2,https://lichess.org/training/Hv0eK
TSMoi,3r4/5p2/p1rB2kP/2P2p2/p2Kb3/4R3/P4R2/8 b - - 3 48,g6h6 f2h2 h6g5 e3g3 g5f6 h2h6,2092,78,92,318,endgame exposedKing long master mate mateIn3,https://lichess.org/Ixwb9WDP/black#96,,True,2,https://lichess.org/training/TSMoi
fWAvz,6rk/Rp2P1q1/7r/3p4/3P3p/1PP2pPQ/5P1K/4R3 w - - 1 35,g3h4 g7g2 h3g2 h6h4 g2h3 g8g2 h2h1 h4h3,2093,82,92,317,deflection endgame exposedKing mate mateIn4 pin sacrifice veryLong,https://lichess.org/2HWfuLac#69,,True,2,https://lichess.org/training/fWAvz
Hqb8g,r4r2/pp2RB1k/2p2p1p/5q2/8/6R1/PPP2PPP/6K1 b - - 0 22,a8d8 f7g6 h7h8 e7h7 h8g8 g6f5,2093,76,97,651,discoveredAttack doubleCheck endgame fork long mate mateIn3,https://lichess.org/RkSHlZ26/black#44,,True,2,https://lichess.org/training/Hqb8g
6QgfB,r1r5/1b2b1pk/2n2n2/pp1N1R2/8/1P2PP2/P1P5/BK4R1 b - - 0 29,f6d5 f5h5 h7g8 g1g7 g8f8 h5h8,2095,82,64,60,fork long mate mateIn3 middlegame,https://lichess.org/9UK4IOxe/black#58,,True,2,https://lichess.org/training/6QgfB
mIAsg,3r1r1k/pp4p1/2pp3N/2n1p3/2P5/P6R/Bq5P/6RK b - - 0 25,f8f2 h6f5 h8g8 g1g7 g8f8 h3h8,2096,81,86,291,discoveredAttack long master mate mateIn3 middlegame,https://lichess.org/Ykl8jDJe/black#50,,True,2,https://lichess.org/training/mIAsg
D39mt,5rk1/4rp2/p3PRpQ/1p5p/5R1P/2P5/q5PK/8 b - - 0 40,e7e6 h6g6 f7g6 f6f8 g8h7 f4f7 h7h6 f8h8,2100,77,86,375,endgame mate mateIn4 sacrifice veryLong,https://lichess.org/e0QeAgrp/black#80,,True,2,https://lichess.org/training/D39mt
4Frv4,5Qnk/5N2/4p2r/3p3p/5Rb1/6P1/Pr1q2P1/5RK1 b - - 4 27,h8h7 f7g5 h7h8 f8g8 h8g8 f4f8 g8g7 f1f7 g7g6 f8g8,2101,76,95,1115,attraction exposedKing mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/LI0CvJGG/black#54,,True,2,https://lichess.org/training/4Frv4
YWnE9,5k2/5R1R/1n6/2p3N1/8/7P/5PPK/qq6 b - - 1 43,f8e8 f7e7 e8f8 h7f7 f8g8 e7e8,2102,82,94,356,endgame exposedKing long mate mateIn3,https://lichess.org/tkfvhqXW/black#86,,True,2,https://lichess.org/training/YWnE9
auu3u,5rr1/1kp2Q2/1pNp4/8/P3nP2/6P1/1PP3K1/R7 w - - 3 33,f7d5 g8g3 g2f1 f8f4 f1e1 g3e3 e1d1 f4f1,2102,76,99,964,endgame mate mateIn4 veryLong,https://lichess.org/Rbuf4aN3#65,,True,3,https://lichess.org/training/auu3u
GkPqm,1r3k2/2R3p1/4p2p/3b1p1P/3P1B2/6P1/5P1K/1rR5 b - - 1 28,b8b2 c7c8 f8e7 c1c7 e7f6 c8f8,2102,79,94,11404,endgame long mate mateIn3,https://lichess.org/nOJtojvE/black#56,,True,2,https://lichess.org/training/GkPqm
T1O1Y,4r1k1/p1pN1r1p/1pn3p1/6P1/4P1K1/5N2/PPPPb1BP/R1B4R w - - 3 18,g2f1 e8e4 g4g3 f7f3 g3g2 e4g4,2105,147,22,18,long mate mateIn3 middlegame,https://lichess.org/bhBO1ep7#35,Grob_Opening Grob_Opening_Other_variations,True,2,https://lichess.org/training/T1O1Y
n9wY2,6rk/R6p/5R2/p2p3P/3Pb3/r4N2/5PP1/6K1 w - - 1 31,f3e5 a3a1 g1h2 g8g2 h2h3 a1h1,2108,77,96,1097,endgame long mate mateIn3,https://lichess.org/2qevEPHZ#61,,True,2,https://lichess.org/training/n9wY2
LKc6l,8/p5r1/2R3P1/3p3r/4k1Kp/P1P5/1P3p2/3R4 b - - 1 41,h5f5 c6e6 f5e5 d1d4 e4e3 e6e5,2109,109,51,26,deflection endgame long mate mateIn3 rookEndgame,https://lichess.org/jhtqPrnD/black#82,,True,2,https://lichess.org/training/LKc6l
zgjQ0,8/8/1P1k1p2/1PR3p1/3P2p1/4r1r1/6K1/6R1 w - - 3 36,g2f2 g3f3 f2g2 e3e2 g2h1 f3h3,2112,79,94,12395,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/TdeKQ26X#71,,True,2,https://lichess.org/training/zgjQ0
WfX8y,7r/1p3r1k/p1p1p3/2PpPp2/PP1P3q/4P2K/2Q5/2R3B1 w - - 0 35,h3h4 f7g7 c2e2 h7g8 e2h5 g7g4 h4h3 h8h5,2112,75,86,465,discoveredAttack endgame mate mateIn4 pin veryLong,https://lichess.org/XOUMcKTx#69,,True,2,https://lichess.org/training/WfX8y
mHJHc,4r1k1/5p1p/1Q4p1/8/4q2P/PPp5/2Pr1P2/1KR3R1 w - - 3 44,g1g3 e4c2 c1c2 e8e1 c2c1 d2b2 b1a1 e1c1,2115,76,86,173,clearance deflection endgame mate mateIn4 pin sacrifice veryLong,https://lichess.org/80IOj2Cx#87,,True,2,https://lichess.org/training/mHJHc
YXugi,3r4/pb3p1Q/6rp/1B2R3/PkP5/8/2P2PP1/6K1 w - - 1 33,h7f7 d8d1 e5e1 d1e1 g1h2 g6g2 h2h3 e1h1,2116,83,91,134627,endgame mate mateIn4 veryLong,https://lichess.org/8qhxqFxu#65,,True,2,https://lichess.org/training/YXugi
47i2C,2r3k1/7R/1B6/5p2/4p2R/1K1nP3/P7/1r6 w - - 6 34,b3a3 c8c3 a3a4 b1b4 a4a5 c3a3,2118,83,85,862,endgame exposedKing fork long mate mateIn3,https://lichess.org/3ypNFIbo#67,,True,2,https://lichess.org/training/47i2C
09iOu,7r/2kp2R1/p3P3/1ppb4/3pP2r/3P2p1/PPP3P1/RN3K2 w - - 0 23,e4d5 h4f4 f1e1 h8h1 e1e2 f4f2,2119,79,90,247,endgame long mate mateIn3,https://lichess.org/KSorGXsC#45,,True,2,https://lichess.org/training/09iOu
KGQND,5R2/5R1p/p1p1p1pk/1p1qP3/1P1b2P1/P6P/7K/2B5 b - - 3 43,g6g5 c1g5 h6g6 f7f6 g6g5 f8g8 g5h4 f6h6,2120,75,94,1324,endgame mate mateIn4 sacrifice veryLong,https://lichess.org/e8qY9ypU/black#86,,True,2,https://lichess.org/training/KGQND
dBriM,4rk2/2R3R1/5p2/2p5/2N4P/1P1p4/2P2r2/2K5 w - - 0 44,g7h7 e8e1 c1b2 f2c2 b2a3 e1a1,2122,79,93,10466,endgame long mate mateIn3,https://lichess.org/ggLwugZy#87,,True,2,https://lichess.org/training/dBriM
lLGqT,8/R2k1p2/2pP1b2/ppP5/1q6/6Pr/P4P2/4R1K1 b - - 1 30,d7c8 e1e8 f6d8 a7c7 c8b8 e8d8,2123,80,88,175,deflection endgame exposedKing long mate mateIn3 pin,https://lichess.org/rqQFylSj/black#60,,True,2,https://lichess.org/training/lLGqT
H3Jnu,5rk1/1p3p2/p5pQ/3r4/5R1P/1P1pq3/1PP3P1/5R1K b - - 3 33,d5h5 h6g6 f7g6 f4f8 g8h7 f1f7 h7h6 f8h8,2123,75,96,7140,endgame mate mateIn4 sacrifice veryLong,https://lichess.org/6z0nXsIg/black#66,,True,2,https://lichess.org/training/H3Jnu
LtHov,1R1n2r1/5p1k/4pQ2/3p3P/3Pb3/2r5/5PP1/6K1 w - - 7 35,b8d8 c3c1 g1h2 g8g2 h2h3 c1h1,2125,76,93,9879,endgame long mate mateIn3,https://lichess.org/QSfx1q6f#69,,True,2,https://lichess.org/training/LtHov
rCHsX,6k1/pp4pp/2p1r3/3n4/3B4/1P1r3q/P1K3R1/3Q2R1 b - - 5 31,d3d1 g2g7 g8f8 g7g8 f8e7 g1g7 e7d6 g8d8,2125,83,93,847,mate mateIn4 middlegame veryLong,https://lichess.org/EqbI6tQy/black#62,,True,2,https://lichess.org/training/rCHsX
gSPpc,6k1/1b3rp1/p4p1p/1p2pP1N/4P3/P5R1/1Pr3PP/3R3K b - - 4 29,b7e4 d1d8 f7f8 g3g7 g8h8 d8f8,2125,78,95,912,deflection endgame long mate mateIn3,https://lichess.org/K59ZgDRy/black#58,,True,2,https://lichess.org/training/gSPpc
o1GHU,5rk1/pR6/2p5/6NR/P3P1nP/6P1/1P1r4/6K1 w - - 1 33,g5e6 d2d1 g1g2 g4e3 g2h2 f8f2 h2h3 d1h1,2126,86,98,141,anastasiaMate endgame exposedKing mate mateIn4 veryLong,https://lichess.org/yyTAr7Hu#65,,True,2,https://lichess.org/training/o1GHU
s8bZk,6r1/8/3pR2k/p1bP1R2/5p1p/P4N1P/1r6/7K b - - 1 38,h6h7 f5f7 g8g7 f3g5 h7h8 e6e8 g7g8 f7h7,2128,75,90,238,endgame exposedKing mate mateIn4 pin veryLong,https://lichess.org/yVzrEig1/black#76,,True,2,https://lichess.org/training/s8bZk
4M54N,7k/6p1/7p/4Pp2/4nP1N/r3r1P1/PR2K2P/1R6 w - - 11 37,e2d1 a3d3 d1c1 e3e1 c1c2 d3c3,2129,79,88,375,endgame exposedKing long mate mateIn3,https://lichess.org/zPWjOFuE#73,,True,2,https://lichess.org/training/4M54N
XZ21I,8/R3Q1pk/6qp/3r1p2/7P/P2rP1P1/5P2/2R3K1 w - - 1 40,c1c7 g6g3 f2g3 d3d1 g1f2 d5d2 f2f3 d1f1,2136,75,93,9016,endgame mate mateIn4 sacrifice veryLong,https://lichess.org/X1Zx5CS3#79,,True,2,https://lichess.org/training/XZ21I
BAInQ,3K3k/r5p1/1p3r1p/pPnBp3/P1P5/8/3R3P/4R3 w - - 5 51,e1e5 f6f8 e5e8 a7d7 d8c8 f8e8,2138,77,95,12867,deflection endgame long mate mateIn3,https://lichess.org/QtTWAYZS#101,,True,2,https://lichess.org/training/BAInQ
oqhMz,1k4r1/ppp5/5p2/4Pr2/2N5/6KP/PP5P/R2R4 w - - 2 32,g3h4 f5f4 h4h5 g8g5 h5h6 f4h4,2139,79,57,122,endgame fork long mate mateIn3,https://lichess.org/xGSyJudH#63,,True,2,https://lichess.org/training/oqhMz
2Jz7m,5rk1/1b3pbp/pp2p1P1/2p1P3/2B3r1/2NP4/PPP4P/R3QRK1 w - - 1 18,g1f2 g4g2 f2e3 g7h6 f1f4 h6f4 e3f4 f7g6 f4e3 f8f3,2140,77,87,517,discoveredAttack exposedKing mate mateIn5 middlegame veryLong,https://lichess.org/Bf4T13LP#35,Sicilian_Defense Sicilian_Defense_Closed,True,2,https://lichess.org/training/2Jz7m
spTQA,6k1/1p4pp/1q2p1P1/4B3/p2PnR2/P1P4P/4r3/6RK b - - 1 33,b6c6 g6h7 g8h8 f4f8 h8h7 g1g7 h7h6 f8h8,2141,75,85,86,advancedPawn endgame mate mateIn4 veryLong,https://lichess.org/bIDxWap0/black#66,,True,2,https://lichess.org/training/spTQA
UbqAr,1r4k1/4Rpb1/2p3p1/p6p/4PB1P/5PN1/2KR2P1/r7 w - - 4 30,d2d7 b8b2 c2d3 a1a3 d3c4 b2c2,2142,78,91,1531,exposedKing long mate mateIn3 middlegame,https://lichess.org/ppyyqX5R#59,,True,2,https://lichess.org/training/UbqAr
hPncC,4r3/1pp4p/p4k2/3Pr3/2P1Rp2/1P5b/P1B2P2/4RK2 w - - 0 27,f1g1 e8g8 g1h2 e5h5 e4f4 h3f5 f4h4 h5h4,2143,79,91,746,discoveredAttack endgame mate mateIn4 veryLong,https://lichess.org/Ysv2mhlK#53,,True,2,https://lichess.org/training/hPncC
FScfL,4rr1k/p1q4p/b1p2p1Q/2p2P2/4PR2/4R3/PP4PP/7K b - - 6 28,c7e5 h6h7 h8h7 e3h3 h7g8 f4g4 g8f7 h3h7,2143,75,93,1431,attraction kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/UJiXSjqe/black#56,,True,2,https://lichess.org/training/FScfL
1ka01,5k2/1R3p1p/p5p1/P3p3/4P3/P4PK1/3rr1PP/2R5 w - - 2 33,c1c7 e2g2 g3h4 g2h2 h4g5 h2h5 g5f6 d2d6,2144,77,87,140,deflection endgame mate mateIn4 rookEndgame veryLong,https://lichess.org/rnrBr5X3#65,,True,2,https://lichess.org/training/1ka01
