PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,PatternMatch,puzzle_ref
iUIdn,r7/r6p/6p1/Pppk4/1P1pR3/3P4/2P3PP/4R1K1 b - - 2 38,c5b4 e4e6 b4b3 e1e5,2053,75,95,10846,clearance endgame mate mateIn2 rookEndgame short,https://lichess.org/4WYEWtL2/black#76,,True,https://lichess.org/training/iUIdn
11vT8,r4rk1/pp5R/2p3p1/3p1bN1/8/q1b1B3/P1PQ1PP1/3K3R b - - 3 19,c3d2 h7h8 g8g7 e3d4 f8f6 h1h7,2056,76,98,1312,exposedKing kingsideAttack long mate mateIn3 middlegame pin,https://lichess.org/idODWINh/black#38,,True,https://lichess.org/training/11vT8
NlPsI,2r2k2/p2Qn1Rp/1p2pr2/5q2/8/8/PP3P2/K5R1 b - - 8 27,f5c5 d7e7 c5e7 g7g8 f8f7 g1g7,2061,75,94,5178,exposedKing fork long master mate mateIn3 middlegame sacrifice,https://lichess.org/OoRzKgJh/black#54,,True,https://lichess.org/training/NlPsI
3yyEu,5r2/4R3/kNpP3R/Pp6/1P1P2p1/3n2P1/6KP/5r2 w - - 0 34,e7e2 d3e1 e2e1 f8f2,2063,78,71,197,endgame mate mateIn2 sacrifice short,https://lichess.org/T90Opj4s#67,,True,https://lichess.org/training/3yyEu
5RPf7,4r1k1/7p/3R2pP/p1p2pP1/P4n2/1P6/1BP1rRK1/8 w - - 0 33,g2f3 e2e3 f3f4 e8e4,2063,77,88,1462,endgame mate mateIn2 sacrifice short,https://lichess.org/LGzgbseQ#65,,True,https://lichess.org/training/5RPf7
pvMNG,3rr1k1/p2n1p1p/1p4p1/2p1pqP1/8/1PQP1N1R/P1P2PK1/7R b - - 1 24,e5e4 c3h8 g8h8 h3h7 h8g8 h7h8 g8g7 h1h7,2064,75,83,288,attraction kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/Aes50Oya/black#48,,True,https://lichess.org/training/pvMNG
2O7dc,6k1/6pp/p1p2r1r/N2p1p2/1P1P3n/P3P1P1/5P1K/2R1R3 w - - 0 28,g3h4 f6g6 h2h3 g6g4 f2f3 h6h4,2065,74,96,8386,endgame long mate mateIn3 quietMove,https://lichess.org/OGKJTYV8#55,,True,https://lichess.org/training/2O7dc
qSBid,8/4RR2/5k1p/4p3/2r3PK/rp6/8/8 b - - 1 46,f6g6 f7g7 g6f6 h4h5 b3b2 g7f7,2066,78,91,2151,endgame long mate mateIn3 rookEndgame,https://lichess.org/RJqjFYis/black#92,,True,https://lichess.org/training/qSBid
jLqwa,4r1k1/p1p2pp1/6b1/2N4p/3P4/1Pn2PQ1/P2R2PP/4rK2 w - - 2 32,f1f2 c3d1 d2d1 e8e2,2069,77,82,269,mate mateIn2 middlegame sacrifice short,https://lichess.org/a6Jw1hC3#63,,True,https://lichess.org/training/jLqwa
1MnIM,r7/P1p2pp1/R7/1k6/1ppP4/6Pr/1P5p/R6K b - - 5 34,c4c3 b2b3 c3c2 a1a5,2070,79,79,126,endgame mate mateIn2 quietMove rookEndgame short,https://lichess.org/VkeUr7qE/black#68,,True,https://lichess.org/training/1MnIM
uSPhL,1r6/pr3p2/2p4k/P1p2P1p/2P1PN1P/2KPR1P1/8/8 w - - 3 56,e4e5 b7b2 d3d4 b8b3,2070,75,94,1146,clearance endgame mate mateIn2 quietMove short,https://lichess.org/7v2guXx2#111,,True,https://lichess.org/training/uSPhL
cPONe,4r3/7p/1Rk5/2Pr1p2/4p3/3p2P1/3K1P1P/1R6 b - - 3 39,c6c5 d2c3 d3d2 b1b5,2073,77,86,133,endgame mate mateIn2 rookEndgame short,https://lichess.org/evA7ZZOy/black#78,,True,https://lichess.org/training/cPONe
