PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,PatternMatch,Quadrant,rook_king_dir,puzzle_ref
B17tR,r2q2kr/1b1nb1pp/pp6/3Q4/2B1P3/2p5/PPP3PP/R1B1NRK1 b - - 0 14,b7d5 c4d5,707,93,94,174,mate mateIn1 oneMove opening,https://lichess.org/5QypvOQD/black#28,Owen_Defense Owen_Defense_Other_variations,True,,,https://lichess.org/training/B17tR
P4GYI,r4r1k/pp3p1p/2ppb1q1/6BQ/2PpPP2/P2P3P/1P6/R3K1R1 b Q - 0 19,g6h5 g5f6,708,93,71,179,mate mateIn1 middlegame oneMove,https://lichess.org/b5Way0q6/black#38,English_Opening English_Opening_Kings_English_Variation,True,,,https://lichess.org/training/P4GYI
PtwP5,6k1/5p1p/4p1pP/8/3PP2b/p1N2P2/Rr2b1P1/2B1K3 w - - 8 39,g2g3 h4g3,709,94,98,1034,endgame master mate mateIn1 oneMove,https://lichess.org/oNFbm7ZC#77,,True,,,https://lichess.org/training/PtwP5
wrhCB,4r1k1/1p5p/p1b3p1/3Q4/2B4q/1P6/PB6/5RK1 b - - 0 36,c6d5 c4d5 e8e6 d5e6,711,78,96,160,endgame master mate mateIn2 short,https://lichess.org/uZFK77b5/black#72,,True,,,https://lichess.org/training/wrhCB
uYw0s,r4k1r/pp3ppp/4bn2/1B6/3B4/P4P2/2P3PP/3R2K1 b - - 0 18,f8e7 d4c5,713,107,96,661,mate mateIn1 middlegame oneMove,https://lichess.org/bnIKPerD/black#36,Queens_Pawn_Game Queens_Pawn_Game_Chigorin_Variation,True,,,https://lichess.org/training/uYw0s
0qBHO,6rk/7p/3p4/1pPbp3/5p2/P4P2/3B3P/4R2K w - - 0 31,c5d6 d5f3,714,91,71,40,endgame mate mateIn1 oneMove,https://lichess.org/PG3r3E8Q#61,,True,,,https://lichess.org/training/0qBHO
c19MP,2r1r2k/p3b2p/5Q2/4B3/2pPq3/2P1P3/PP3P1P/2K3R1 b - - 0 25,e7f6 e5f6,715,104,94,129,endgame master mate mateIn1 oneMove,https://lichess.org/bD3pXnOb/black#50,,True,,,https://lichess.org/training/c19MP
2Hcy9,2k1r3/ppp2ppp/1b6/8/3r4/4BBPb/PP3K1P/RN5R w - - 0 17,e3d4 b6d4,716,78,100,105,mate mateIn1 middlegame oneMove,https://lichess.org/hEh1ILdI#33,Petrovs_Defense Petrovs_Defense_Stafford_Gambit,True,,,https://lichess.org/training/2Hcy9
VXAng,6r1/pp6/4kp2/3R4/4P1bn/2N3P1/PPB2P1P/R6K w - - 1 29,g3h4 g4f3,718,102,69,53,endgame mate mateIn1 oneMove,https://lichess.org/VXnTVwyN#57,,True,,,https://lichess.org/training/VXAng
bHM6g,6r1/1b2kp1Q/p3pb2/1p6/1P1pB3/P4q2/2P2P1P/R3R2K w - - 2 28,e4f3 b7f3,719,93,96,198,mate mateIn1 middlegame oneMove,https://lichess.org/kGSlMPF2#55,,True,,,https://lichess.org/training/bHM6g
SxNzF,r4b1N/7p/1n3kp1/2p2p2/3N1P2/P1Bb4/6PP/3KR3 b - - 0 28,c5d4 c3d4,720,79,85,94,mate mateIn1 middlegame oneMove,https://lichess.org/0l3enUMw/black#56,,True,,,https://lichess.org/training/SxNzF
ZvrEa,5r1k/p4p1p/1p2p3/2n1B3/5PRq/P4P2/1Pn1K2P/3B4 b - - 2 24,h4f6 e5f6,720,80,86,165,hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/37opilmm/black#48,,True,,,https://lichess.org/training/ZvrEa
gHU3J,b3r2k/5p1N/1nn1p3/2p1P1Bp/ppP1B2P/1P6/P4P1K/6R1 b - - 0 31,c6e5 g5f6,721,179,100,14,master mate mateIn1 middlegame oneMove,https://lichess.org/XQ6NSaEW/black#62,,True,,,https://lichess.org/training/gHU3J
Qyiuh,2k3r1/B4p1p/2b2p2/8/2P5/5P2/PP3r1P/R6K w - - 0 26,a7f2 c6f3,721,108,93,288,endgame mate mateIn1 oneMove,https://lichess.org/Nb9ZxJP8#51,,True,,,https://lichess.org/training/Qyiuh
Xc3Xc,r4rkQ/2p2p1p/p2pb3/1p4Bq/2P1P3/PB1P2R1/1P4PP/6K1 b - - 6 22,g8h8 g5f6,721,78,62,80,mate mateIn1 middlegame oneMove,https://lichess.org/uaVDgkBV/black#44,,True,,,https://lichess.org/training/Xc3Xc
asS22,4r3/ppp3kp/4Pp2/5P1P/2P1p2q/1PQr3P/PB5K/6R1 b - - 1 27,g7h8 c3f6 h4f6 b2f6,723,106,95,329,endgame kingsideAttack mate mateIn2 short,https://lichess.org/JuTN066o/black#54,,True,,,https://lichess.org/training/asS22
788n2,rn2kbr1/ppp2p1p/5n2/8/2BPp1b1/3N4/PPP1Q2P/RNB4K w q - 2 15,e2e1 g4f3,725,83,71,95,mate mateIn1 oneMove opening,https://lichess.org/g7EDHxPt#29,Kings_Gambit_Accepted Kings_Gambit_Accepted_Sorensen_Gambit,True,,,https://lichess.org/training/788n2
L1zE0,6r1/pp5k/2pp1Pbp/3P4/1PP1B2b/P2N4/7P/2R4K w - - 1 36,f6f7 g6e4,725,89,83,543,endgame hangingPiece master mate mateIn1 oneMove,https://lichess.org/VuS7dl9o#71,,True,,,https://lichess.org/training/L1zE0
2s3EH,r4r1k/2pQ1p1p/3bq3/p3p1B1/Pp2Pp2/1P3P2/2B2P1P/R5RK b - - 0 25,e6d7 g5f6,725,98,100,46,mate mateIn1 middlegame oneMove,https://lichess.org/oXkM5l0v/black#50,,True,,,https://lichess.org/training/2s3EH
Tl20z,2r2rk1/1p3p1p/p2p1n2/6B1/3Pq2P/4P3/PP6/R2QK1R1 b Q - 2 21,g8h8 g5f6,725,92,91,189,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/Tzn7Si0l/black#42,,True,,,https://lichess.org/training/Tl20z
36uFN,r4r1k/1b3p1p/p1q1p3/1p2P1B1/6R1/1n5P/P1P3P1/5RK1 b - - 3 28,c6c2 g5f6,725,101,95,389,mate mateIn1 middlegame oneMove,https://lichess.org/kJnPrWT6/black#56,,True,,,https://lichess.org/training/36uFN
oDaJZ,6rk/p1p2p1p/4pp2/3b4/3P4/P1P5/5P1P/R3R2K w - - 3 23,f2f3 d5f3,726,78,84,244,endgame mate mateIn1 oneMove,https://lichess.org/CMLX5RjS#45,,True,,,https://lichess.org/training/oDaJZ
JNRUR,r1q1r2k/pp3B1p/2pp4/2b1p1B1/4P2P/3P4/PPP1NP2/2KR2R1 b - - 0 21,e8f8 g5f6,726,90,100,71,mate mateIn1 middlegame oneMove,https://lichess.org/7VoZymWF/black#42,,True,,,https://lichess.org/training/JNRUR
XSDYB,r4r1k/p6p/1pp5/2b5/2p2B2/P1PBPP2/7P/2K3R1 b - - 0 25,c4d3 f4e5 f8f6 e5f6,726,104,94,2018,endgame mate mateIn2 short,https://lichess.org/dua002wr/black#50,,True,,,https://lichess.org/training/XSDYB
mgkA0,8/3Q2pk/6r1/3p4/3P4/2P5/2b4P/5RK1 w - - 2 41,g1h1 c2e4 f1f3 e4f3,727,91,97,1857,endgame mate mateIn2 short,https://lichess.org/zT1caRKB#81,,True,,,https://lichess.org/training/mgkA0
94y3d,1r2Q3/R6p/3p2k1/1B3pP1/5P2/2b3P1/6K1/8 b - - 0 41,b8e8 b5e8,727,85,96,228,endgame master mate mateIn1 oneMove,https://lichess.org/ZGgqwleh/black#82,,True,,,https://lichess.org/training/94y3d
vKft7,6k1/p1N5/8/1P2P2p/P7/8/r2b2pN/4R1K1 w - - 1 42,e1d1 d2e3,728,79,100,166,endgame mate mateIn1 oneMove,https://lichess.org/uHOe1vDI#83,,True,,,https://lichess.org/training/vKft7
q9P80,r6k/1ppb1p1p/1n1p1b2/8/3NP3/pP1PB3/P6P/2K3R1 b - - 0 32,f6d4 e3d4 f7f6 d4f6,728,86,75,63,endgame mate mateIn2 short,https://lichess.org/0M7gD3Fy/black#64,,True,,,https://lichess.org/training/q9P80
kbIzt,rn5r/p3k1b1/1p2bpBn/2N1p2p/4P2P/BP3N2/P1P2PP1/R2R2K1 b - - 0 15,b6c5 a3c5,728,94,96,241,mate mateIn1 middlegame oneMove,https://lichess.org/VjIB6oN1/black#30,Pirc_Defense Pirc_Defense_Other_variations,True,,,https://lichess.org/training/kbIzt
ZgPZO,7k/pp5p/6R1/5p2/3B1b2/2P4P/rP3PK1/8 b - - 1 34,f4e5 d4e5,729,97,85,445,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/bZllakhA/black#68,,True,,,https://lichess.org/training/ZgPZO
3Aeva,r1bq1rk1/5Rpn/p1pp3p/1p2p3/4P2Q/P1NPP3/BPP3PP/5RK1 b - - 0 16,d8h4 f7f8,730,89,96,1189,doubleCheck kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/A2NaOkOh/black#32,Italian_Game Italian_Game_Giuoco_Pianissimo,True,,,https://lichess.org/training/3Aeva
zuiv4,rn3k2/p2bb1p1/1ppN1n1p/8/3P1B2/1BN5/PPP3PP/4R1K1 b - - 2 22,e7d6 f4d6,731,108,85,305,mate mateIn1 middlegame oneMove,https://lichess.org/lWyozkmP/black#44,,True,,,https://lichess.org/training/zuiv4
21e7L,r6r/ppqkbp2/3p1nn1/3PpR2/P3P1p1/1P1B2P1/1B1N2KP/2RQ4 b - - 2 23,c7d8 d3b5,731,104,92,213,mate mateIn1 middlegame oneMove,https://lichess.org/e49uhDtu/black#46,,True,,,https://lichess.org/training/21e7L
tdWNS,3r1r1k/1p5p/p4p2/4R3/2p5/2Bb1P2/PP3P1P/3K2R1 b - - 0 25,f6e5 c3e5 f8f6 e5f6,732,105,96,589,endgame mate mateIn2 short,https://lichess.org/ymo9ksgR/black#50,,True,,,https://lichess.org/training/tdWNS
I5Opc,r3k3/1pp1bprp/5p2/p2P4/N3q1b1/1P1B1P2/P4P1P/R3R2K w q - 0 21,f3e4 g4f3,732,88,74,56,mate mateIn1 middlegame oneMove,https://lichess.org/4nmVEXix#41,,True,,,https://lichess.org/training/I5Opc
Vu3ED,6k1/5ppp/4p3/pB4r1/Q2qb3/1P3P2/P4P1P/5R1K w - - 0 25,a4d4 e4f3,733,109,67,32,endgame mate mateIn1 oneMove,https://lichess.org/yRNlKyhW#49,,True,,,https://lichess.org/training/Vu3ED
7Kzo4,1br3rk/1b3p2/p3pp1p/1p6/2P4P/2P1Bq1P/PPB1QP2/4RR1K w - - 0 25,e2f3 b7f3,733,102,92,550,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/F4j46nHZ#49,,True,,,https://lichess.org/training/7Kzo4
TNIlj,3R4/pbp3pk/1p4rp/8/5B2/2P2q1Q/PP3P1P/5R1K w - - 0 24,h3f3 b7f3,733,95,92,320,endgame mate mateIn1 oneMove,https://lichess.org/m7K3ygSu#47,,True,,,https://lichess.org/training/TNIlj
1X6He,r3kb1r/pp2pp1p/2N3bp/1Bp1P3/8/P1N4P/1PPR1PP1/4K2R b Kkq - 0 14,b7c6 b5c6,734,105,94,415,mate mateIn1 middlegame oneMove,https://lichess.org/LHBTPYHz/black#28,Nimzowitsch_Defense Nimzowitsch_Defense_El_Columpio_Defense,True,,,https://lichess.org/training/1X6He
pALkZ,5k2/3p3R/4p3/1p2Pp2/4b1r1/1B6/P1P4P/5R1K w - - 2 27,f1f3 e4f3,735,101,94,139,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/LmKyLJpv#53,,True,,,https://lichess.org/training/pALkZ
NN5ZH,r3k3/ppp2rpp/8/8/3b4/6Pb/PPP3BP/RNB3KR w q - 1 17,c1e3 d4e3,735,97,95,323,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/TvyCxZgX#33,Bishops_Opening Bishops_Opening_Berlin_Defense,True,,,https://lichess.org/training/NN5ZH
HANqx,r6k/1p5p/2pp4/4p1B1/1P2P1R1/p1PK4/P3Br1q/1R6 b - - 6 34,f2e2 g5f6,737,88,74,82,endgame master mate mateIn1 oneMove,https://lichess.org/du9aSKAu/black#68,,True,,,https://lichess.org/training/HANqx
d862o,1r2r3/p1pk1ppp/2pb4/8/q4p2/PP1P1P1P/2PQ1P2/2KR2R1 w - - 0 24,b3a4 d6a3,737,82,85,73,endgame mate mateIn1 oneMove queensideAttack,https://lichess.org/aEGEkW5d#47,,True,,,https://lichess.org/training/d862o
Rs9Tn,5k2/6pp/8/b3Nb2/P1B5/1P6/6rP/K1R5 w - - 1 37,c1f1 a5c3,738,78,83,116,endgame master mate mateIn1 oneMove,https://lichess.org/RFjFhvzm#73,,True,,,https://lichess.org/training/Rs9Tn
Gpuap,2bk1r2/1p4pp/2np4/2bN4/1PP5/4qN2/r5PP/1R1Q1BKR w - - 0 18,d5e3 c5e3,738,80,82,202,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/mZYPYaSa#35,Indian_Defense Indian_Defense_Budapest_Defense,True,,,https://lichess.org/training/Gpuap
BDaM6,5kr1/Q6p/1p1bpp2/8/4p1b1/2N5/PP3P1P/R2R3K w - - 1 23,d1d6 g4f3,738,108,95,641,endgame mate mateIn1 oneMove,https://lichess.org/7mlTsj0l#45,,True,,,https://lichess.org/training/BDaM6
IUMti,2kr3r/pp3ppp/4b3/4N3/1b6/2n3P1/PP2PP1P/1R2KB1R w K - 0 16,b2c3 b4c3,738,78,100,200,mate mateIn1 middlegame oneMove,https://lichess.org/ihFV2Cxm#31,Queens_Gambit_Declined Queens_Gambit_Declined_Other_variations,True,,,https://lichess.org/training/IUMti
elxSl,r6k/1p5p/3B4/2pn4/3R2R1/6PK/p6P/8 b - - 0 34,c5d4 d6e5 d5f6 e5f6,738,78,86,623,endgame mate mateIn2 short,https://lichess.org/e6MMhgJB/black#68,,True,,,https://lichess.org/training/elxSl
gD5It,rn3b1r/ppp1k1p1/4pnBp/4p3/8/4B3/PPP2PPP/RN1R2K1 b - - 0 11,b8c6 e3c5,739,81,84,257,mate mateIn1 middlegame oneMove,https://lichess.org/oMPaf4pV/black#22,Philidor_Defense Philidor_Defense_Exchange_Variation,True,,,https://lichess.org/training/gD5It
GMwSE,r3r1k1/1pp2pp1/pbn3qp/3B4/PP2b2N/2PQ4/6PP/R1B2K1R w - - 0 18,h4g6 e4d3,740,97,83,436,hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/IVhCAMSV#35,Italian_Game Italian_Game_Anti-Fried_Liver_Defense,True,,,https://lichess.org/training/GMwSE
PYerx,3q1r1k/1p3p1p/5p2/1Pp1n3/1bB2P2/4P3/1Q1P2RP/B3K3 b - - 0 20,e5c4 b2f6 d8f6 a1f6,740,104,96,1406,mate mateIn2 middlegame short,https://lichess.org/7JDPnn1b/black#40,,True,,,https://lichess.org/training/PYerx
VXKrE,4r2k/5p1p/p7/1p3p2/1PpBbP2/P5R1/5KPP/8 b - - 4 27,f7f6 d4f6,741,86,80,155,endgame mate mateIn1 oneMove,https://lichess.org/8HH7Y2XF/black#54,,True,,,https://lichess.org/training/VXKrE
yP7Pd,1r2k3/1b3p2/4p1pp/pBB5/5P2/P1b2P1P/8/2KR4 b - - 3 30,b7c6 b5c6,742,82,60,62,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/2STtopTW/black#60,,True,,,https://lichess.org/training/yP7Pd
jKMjE,r3kbr1/1b3p1p/p3pp2/8/P1P5/2Q1Bq2/5PPP/R4R1K w q - 0 20,g2f3 b7f3,742,100,71,30,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/u52nIgmo#39,,True,,,https://lichess.org/training/jKMjE
GjtAh,8/R5pk/4b2p/4N3/5P2/8/3r2PP/6BK w - - 1 37,g2g3 e6d5 e5f3 d5f3,742,111,92,121,endgame mate mateIn2 short,https://lichess.org/YEETVC4X#73,,True,,,https://lichess.org/training/GjtAh
6EeUm,2r4k/5p1p/p7/8/3B4/P5RP/4r1P1/7K b - - 5 30,f7f6 d4f6,743,85,88,554,endgame mate mateIn1 oneMove,https://lichess.org/jpMFudbd/black#60,,True,,,https://lichess.org/training/6EeUm
1IZoy,r5k1/pb1n3p/1p6/b2p4/2P5/1B4P1/PB5P/2K2R2 b - - 0 24,d5c4 b3c4 b7d5 c4d5,743,110,95,653,mate mateIn2 middlegame short,https://lichess.org/sRhAmNhl/black#48,,True,,,https://lichess.org/training/1IZoy
CrNEv,4r2k/4Pp1p/8/5p2/1p1B4/3n4/PP5K/6R1 b - - 7 43,f7f6 d4f6,743,79,100,109,endgame mate mateIn1 oneMove,https://lichess.org/Bk0o2n8O/black#86,,True,,,https://lichess.org/training/CrNEv
qrIyo,r3k2r/pb1p1ppp/1p2P3/8/8/BP1Bn3/6PP/3R1RK1 b kq - 0 22,d7e6 d3b5 b7c6 b5c6,744,91,97,395,mate mateIn2 middlegame short,https://lichess.org/eHWKLNIQ/black#44,,True,,,https://lichess.org/training/qrIyo
66UaL,r4rk1/ppp2p1p/3p1p2/4p3/1P2P2B/P2PPP1q/2P1K2P/R5R1 b - - 4 18,g8h8 h4f6,744,82,75,104,endgame kingsideAttack mate mateIn1 oneMove,https://lichess.org/47nxORqP/black#36,Four_Knights_Game Four_Knights_Game_Other_variations,True,,,https://lichess.org/training/66UaL
ZU4RU,2r5/7R/4pkp1/1pB1bp2/1P2p3/2P5/2K2PPP/8 b - - 0 31,c8a8 c5e7,744,101,90,767,endgame mate mateIn1 oneMove,https://lichess.org/KiPg2eQN/black#62,,True,,,https://lichess.org/training/ZU4RU
0aZnb,7k/1bp3p1/p3Q2p/1p6/6rN/1P3q2/2P4P/4R2K w - - 2 32,h4f3 b7f3,745,77,84,174,endgame mate mateIn1 oneMove,https://lichess.org/9Iawht1o#63,,True,,,https://lichess.org/training/0aZnb
x8edA,6r1/1b2Q3/p6p/k2qP3/8/1P6/P4P1P/3RR2K w - - 0 28,d1d5 b7d5 e1e4 d5e4 f2f3 e4f3,745,84,83,72,endgame long mate mateIn3,https://lichess.org/cCLXYe99#55,,True,,,https://lichess.org/training/x8edA
4gV3j,2krr3/ppp3pp/5p2/1bb1P3/5B2/2P2N2/PP2KPPP/R3R3 w - - 2 16,c3c4 b5c4,746,86,76,142,mate mateIn1 middlegame oneMove,https://lichess.org/tJPE6ZTD#31,Alekhine_Defense Alekhine_Defense_Scandinavian_Variation,True,,,https://lichess.org/training/4gV3j
HMtfn,6k1/1b3pp1/7p/6r1/8/2Q2P2/PP3P1P/4q2K w - - 0 29,c3e1 b7f3,747,90,95,584,endgame mate mateIn1 oneMove,https://lichess.org/cbgvSfMt#57,,True,,,https://lichess.org/training/HMtfn
2kW5g,1r5r/3k1p1p/2pb1p2/p2p4/1Pp1P3/P1N1P2P/2PP1P2/2KR3R w - - 0 20,b4a5 d6a3,747,93,96,584,endgame mate mateIn1 oneMove queensideAttack,https://lichess.org/wmDnXTkI#39,,True,,,https://lichess.org/training/2kW5g
kVRN8,7b/2r2p1k/R6p/4p2P/2p1BP2/1rPp1K2/1P4R1/8 b - - 1 38,f7f5 e4f5,747,85,96,166,endgame mate mateIn1 oneMove,https://lichess.org/z3ijhnI4/black#76,,True,,,https://lichess.org/training/kVRN8
BmzRb,8/8/2r1b3/1R1p1kBK/4p1pP/4P1P1/5P2/8 w - - 5 47,b5b8 e6f7,748,80,100,57,endgame mate mateIn1 oneMove,https://lichess.org/bVrI5mv9#93,,True,,,https://lichess.org/training/BmzRb
ENaYn,r6k/ppp2p1p/5p2/4b3/5Q1B/5P1P/PPP2P2/1K4R1 b - - 0 24,e5f4 h4f6,748,80,100,99,endgame mate mateIn1 oneMove,https://lichess.org/wvpLa40W/black#48,,True,,,https://lichess.org/training/ENaYn
qvfnD,8/5pk1/p2p1P1p/2pP2p1/P1Ppq1Pb/3P3P/1r4B1/5RK1 b - - 0 37,g7g6 g2e4,749,91,50,80,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/vsKmhUfV/black#74,,True,,,https://lichess.org/training/qvfnD
mNB16,r6k/2p4p/pp6/3bB2P/4p2b/P3P3/1PP2P2/2K3R1 b - - 1 26,h4f6 e5f6,749,112,93,412,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/ubKH2ngm/black#52,,True,,,https://lichess.org/training/mNB16
enjGS,1r3rk1/2p2p1p/p1qp1p2/8/3BP2P/8/PpP2P2/1K1R2R1 b - - 1 20,g8h8 d4f6,749,106,96,774,endgame kingsideAttack mate mateIn1 oneMove,https://lichess.org/eQQ7dtGA/black#40,,True,,,https://lichess.org/training/enjGS
Wtv5U,6k1/5ppp/ppb5/8/6r1/2P2q2/PP3Q1P/2RR3K w - - 0 30,f2f3 c6f3,750,87,88,276,endgame master mate mateIn1 oneMove,https://lichess.org/5gPOnFRT#59,,True,,,https://lichess.org/training/Wtv5U
ZcmVl,4rr1k/pp5p/2p2Q2/8/5P2/1P2P1RP/PB4PK/4q3 b - - 0 34,f8f6 b2f6,751,80,58,76,endgame mate mateIn1 oneMove,https://lichess.org/kResskS4/black#68,,True,,,https://lichess.org/training/ZcmVl
YbPYT,r3r1k1/pp2Bp1p/n1p2b2/5p2/8/6R1/P1P2PPP/4R1K1 b - - 1 18,g8h8 e7f6,751,80,83,161,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/5WSHW6ff/black#36,Pirc_Defense Pirc_Defense_Classical_Variation,True,,,https://lichess.org/training/YbPYT
iDeVE,1b5k/p6p/1p6/2p1p3/5pRB/R4K1P/2rr4/8 b - - 5 39,d2e2 h4f6,751,80,83,111,endgame mate mateIn1 oneMove,https://lichess.org/nryrDHYU/black#78,,True,,,https://lichess.org/training/iDeVE
N6toG,r4k1r/p3N1p1/4bnBp/1p6/8/1P2B2P/1KP2PP1/3R4 b - - 0 22,f8e7 e3c5,752,76,86,135,mate mateIn1 middlegame oneMove,https://lichess.org/XK0vTtEo/black#44,,True,,,https://lichess.org/training/N6toG
rvwXA,6r1/p7/8/2pk2Np/6b1/3P4/PPP4P/4R2K w - - 1 30,g5e4 g4f3,752,95,76,138,endgame mate mateIn1 oneMove,https://lichess.org/U30qtKUN#59,,True,,,https://lichess.org/training/rvwXA
ft8fW,r6k/pp3b1p/2n2p2/3P4/4p2P/P1B1P3/1P1KB3/6R1 b - - 0 27,a8d8 c3f6,753,113,95,272,endgame mate mateIn1 oneMove,https://lichess.org/5MSI47wF/black#54,,True,,,https://lichess.org/training/ft8fW
1sc5C,r4b1k/1p1r1p1p/2p1p3/p4pB1/P1PP4/6R1/1P3PPP/3R2K1 b - - 7 22,f8d6 g5f6,754,78,100,264,endgame mate mateIn1 oneMove,https://lichess.org/ndMxX9Yj/black#44,,True,,,https://lichess.org/training/1sc5C
b6m5J,6rk/pb2bQ1p/1pq1p3/2p2p2/P1B5/3PRN2/1PP2PKP/5R2 w - - 1 20,g2h1 c6f3 e3f3 b7f3,754,88,100,241,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/l7iRplPe#39,,True,,,https://lichess.org/training/b6m5J
vUtRM,r4r1k/7p/p7/1p2B1R1/1P4P1/P6P/5P2/2K4b b - - 4 30,f8f6 e5f6,754,79,98,1233,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/ldcsVDQX/black#60,,True,,,https://lichess.org/training/vUtRM
7G1cu,r5k1/ppp1rp1p/1b4pB/3p1bN1/5Q2/3P4/PP1N2PP/5K1R w - - 1 17,d2f3 f5d3,754,103,93,508,mate mateIn1 middlegame oneMove,https://lichess.org/4oUCt2mx#33,Bishops_Opening Bishops_Opening_Ponziani_Gambit,True,,,https://lichess.org/training/7G1cu
cz7MF,4r3/pp1k3p/2n2p2/5b2/3b3B/2Pq1N2/PP4PP/R2Q1K1R w - - 2 21,d1d3 f5d3,757,79,100,102,mate mateIn1 middlegame oneMove,https://lichess.org/mIGG9V5U#41,,True,,,https://lichess.org/training/cz7MF
u2qym,3rk1nr/ppp3pp/2n1b3/8/QbP5/2p3B1/PP2PPPP/4KBNR w Kk - 0 11,b2c3 b4c3,758,89,94,121,mate mateIn1 oneMove opening,https://lichess.org/4VeU24gg#21,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System,True,,,https://lichess.org/training/u2qym
Ou1T1,5r1k/7p/5b2/3PQ3/2PBPp2/1P3q2/1K6/6R1 b - - 2 38,f6e5 d4e5 f8f6 e5f6,758,104,93,468,endgame mate mateIn2 short,https://lichess.org/FJcVZ728/black#76,,True,,,https://lichess.org/training/Ou1T1
70eCG,2r3k1/p4rpp/2b1p3/b1Np1pB1/8/P3P3/1P2BPPP/R2K3R w - - 6 19,c5e6 c6a4 b2b3 a4b3,759,84,63,102,mate mateIn2 middlegame short,https://lichess.org/7wzIobRN#37,Queens_Gambit_Declined Queens_Gambit_Declined_Austrian_Defense,True,,,https://lichess.org/training/70eCG
g2mwI,3k4/1b3p2/4p1r1/8/pBppq3/P4P2/BPP4P/R6K w - - 0 31,f3e4 b7e4,759,98,98,1445,endgame mate mateIn1 oneMove,https://lichess.org/Rl7ATWC1#61,,True,,,https://lichess.org/training/g2mwI
n5tmk,2kr3r/1ppb4/R2pp2p/4q1p1/4P1P1/3B1QP1/2PK1P2/1R6 b - - 0 25,b7a6 d3a6,759,93,95,958,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/AwzxrJ9k/black#50,,True,,,https://lichess.org/training/n5tmk
evGCH,6r1/4kp2/1Rp5/3pPb2/7p/4P3/5P1B/7K w - - 2 32,b6c6 f5e4 f2f3 e4f3,760,77,81,118,endgame mate mateIn2 short,https://lichess.org/tgREWnPD#63,,True,,,https://lichess.org/training/evGCH
Wr5gq,r1n1b3/1p1rPk2/5Bp1/3p1pP1/p1p5/P4B2/4R2P/4R1K1 b - - 5 32,c8d6 f3d5,760,78,100,229,mate mateIn1 middlegame oneMove,https://lichess.org/oLXkQU8K/black#64,,True,,,https://lichess.org/training/Wr5gq
whrSg,1rb2rk1/p1pp1pp1/2p4p/8/1bB1P3/2q2P2/PPPQ2PP/2KR3R w - - 0 13,b2c3 b4a3,761,81,100,89,master mate mateIn1 middlegame oneMove,https://lichess.org/EcRDirhw#25,Scotch_Game Scotch_Game_Schmidt_Variation,True,,,https://lichess.org/training/whrSg
y2okz,r4rk1/pp3p2/2p5/2b4p/3p3B/3B3P/PPP2K2/6R1 b - - 1 25,g8h8 h4f6,761,77,86,108,endgame mate mateIn1 oneMove,https://lichess.org/lAfzD4GB/black#50,,True,,,https://lichess.org/training/y2okz
puGN8,r1b3k1/ppp2pp1/7p/8/2B5/1QN2q2/PP1r2Pb/R3RK2 w - - 0 18,g2f3 c8h3,761,107,97,345,mate mateIn1 middlegame oneMove,https://lichess.org/VKnDyB58#35,Bishops_Opening Bishops_Opening_Ponziani_Gambit,True,,,https://lichess.org/training/puGN8
lHX1U,8/5pkR/5N2/1pr1n1p1/8/2p5/2Pr2B1/5RK1 b - - 1 35,g7g6 g2e4,762,90,86,36,master mate mateIn1 middlegame oneMove,https://lichess.org/m3mRwp4H/black#70,,True,,,https://lichess.org/training/lHX1U
t417w,r1b2r1k/pp5p/2n5/2p1N3/8/1PBK3P/P1P3R1/8 b - - 0 24,c6e5 c3e5 f8f6 e5f6,762,108,91,660,endgame mate mateIn2 short,https://lichess.org/VrBorpI1/black#48,,True,,,https://lichess.org/training/t417w
hjfrA,rn1qk1r1/pp2bp2/2pp3p/8/3P2b1/2NB4/PPP2P1P/R1BQ1R1K w q - 0 12,d1e1 g4f3,762,102,98,803,mate mateIn1 oneMove opening,https://lichess.org/xN1rEen8#23,Czech_Defense Czech_Defense_Other_variations,True,,,https://lichess.org/training/hjfrA
